Time_Secs	Lat	Long	Alt
52597	47.90045	122.2801528	593
52607	47.90044722	122.28015	587
52618	47.90045278	122.2801472	591
52628	47.90045	122.2801472	592
52639	47.90045833	122.28015	594
52649	47.90046389	122.2801556	597
52660	47.90046389	122.2801583	597
52670	47.900475	122.2801528	594
52681	47.90046944	122.2801556	594
52691	47.90048056	122.2801528	597
52702	47.90046944	122.2801528	596
52712	47.90046944	122.2801583	600
52723	47.90046389	122.2801556	598
52733	47.90046389	122.2801556	597
52744	47.90045833	122.2801639	602
52754	47.90044722	122.2801556	596
52765	47.90045833	122.28015	597
52776	47.90045	122.2801472	597
52786	47.90045556	122.2801444	597
52797	47.90045278	122.2801389	598
52807	47.90045556	122.2801389	601
52818	47.90045556	122.2801389	596
52828	47.90045556	122.2801444	599
52839	47.90045278	122.2801528	602
52849	47.90045278	122.2801472	599
52860	47.90045833	122.2801611	604
52870	47.90045278	122.2801556	597
52881	47.90045278	122.2801556	599
52891	47.90045278	122.2801583	595
52902	47.90045278	122.2801583	594
52912	47.90045278	122.2801611	595
52923	47.90045	122.2801639	602
52933	47.90045	122.2801667	599
52944	47.90045	122.2801611	598
52954	47.90045278	122.2801611	603
52965	47.90044722	122.2801556	597
52975	47.90045278	122.2801556	598
52986	47.90045278	122.2801583	597
52996	47.90045556	122.2801611	593
53007	47.90045833	122.2801556	595
53017	47.90046111	122.2801417	596
53028	47.90046111	122.2801444	597
53038	47.90045556	122.2801556	602
53049	47.90045278	122.2801611	599
53059	47.90045833	122.2801556	598
53070	47.90045278	122.2801639	602
53080	47.90045556	122.2801556	606
53091	47.90045556	122.28015	609
53101	47.90045278	122.2801556	608
53112	47.90045556	122.2801528	606
53123	47.90046111	122.2801528	611
53133	47.90045833	122.2801528	611
53144	47.90045	122.2801444	604
53154	47.90045278	122.2801556	607
53165	47.90045278	122.2801583	608
53175	47.90045556	122.2801528	610
53186	47.90045278	122.2801444	610
53196	47.90045	122.2801528	611
53207	47.90045	122.28015	604
53217	47.90044722	122.2801444	599
53228	47.90045278	122.2801444	599
53238	47.90045556	122.2801556	606
53249	47.90045	122.2801528	604
53259	47.90045278	122.2801528	599
53270	47.90045556	122.2801556	603
53280	47.90045278	122.2801583	600
53291	47.90045556	122.2801556	602
53301	47.90045556	122.2801639	604
53312	47.90045556	122.2801639	601
53322	47.90045278	122.2801528	601
53333	47.90045556	122.2801583	601
53343	47.90046389	122.2801556	599
53354	47.90046389	122.2801639	603
53364	47.90045556	122.2801639	600
53375	47.90045556	122.2801694	601
53385	47.90045278	122.2801639	605
53396	47.90045278	122.2801583	601
53406	47.90045	122.2801611	604
53417	47.90045	122.2801694	607
53427	47.90045278	122.2801722	605
53438	47.90045	122.2801694	604
53448	47.90044722	122.2801722	604
53459	47.90045	122.2801722	601
53469	47.90044444	122.2801639	598
53480	47.90044444	122.2801556	600
53490	47.90044444	122.2801444	592
53501	47.90044444	122.2801444	595
53512	47.90045278	122.2801389	598
53522	47.90045556	122.2801389	603
53533	47.90046389	122.28015	608
53543	47.90046944	122.2801472	603
53554	47.90046389	122.28015	601
53564	47.90046389	122.2801556	605
53575	47.90046389	122.2801444	597
53585	47.90045278	122.2801444	594
53596	47.90045278	122.2801472	592
53606	47.90045556	122.2801472	588
53617	47.90044444	122.2801417	590
53627	47.90044722	122.2801472	596
53638	47.90044444	122.2801556	601
53648	47.90044444	122.2801556	600
53659	47.90045278	122.2801611	602
53669	47.90045	122.2801611	600
53680	47.90045278	122.2801472	603
53690	47.90045278	122.2801389	606
53701	47.90044722	122.2801417	606
53711	47.90045	122.28015	603
53722	47.90044444	122.2801556	596
53732	47.90044444	122.2801639	601
53743	47.90044444	122.2801556	592
53753	47.90044722	122.2801639	595
53764	47.90045278	122.2801556	593
53774	47.90045556	122.2801583	595
53785	47.90044722	122.2801611	602
53795	47.90045278	122.2801611	604
53806	47.90044722	122.2801556	602
53817	47.90044167	122.2801611	598
53827	47.90045	122.2801639	597
53838	47.90044722	122.2801611	599
53848	47.90044444	122.2801611	598
53859	47.90045278	122.2801694	601
53869	47.90045278	122.2801639	600
53880	47.90045	122.2801583	598
53890	47.90045278	122.2801611	601
53901	47.90044444	122.2801472	596
53911	47.90043611	122.2801472	591
53922	47.90043889	122.2801528	597
53932	47.90043889	122.2801444	593
53943	47.90043611	122.2801361	596
53953	47.90044167	122.2801333	601
53964	47.90044444	122.2801361	597
53974	47.90044444	122.2801389	600
53985	47.90045278	122.2801444	602
53995	47.90045556	122.2801444	604
54006	47.90045278	122.2801444	608
54016	47.90046111	122.2801472	606
54027	47.90045833	122.2801556	603
54037	47.90045556	122.2801611	604
54048	47.90045278	122.2801611	607
54058	47.90044722	122.2801556	604
54069	47.90045278	122.2801556	601
54079	47.90045278	122.2801528	601
54090	47.90045556	122.2801556	603
54100	47.90045278	122.2801556	607
54111	47.90045556	122.2801583	607
54121	47.90045556	122.2801528	607
54132	47.90046111	122.2801556	609
54142	47.90045833	122.2801528	606
54153	47.90045278	122.2801556	603
54164	47.90045556	122.2801611	599
54174	47.90045556	122.2801556	591
54185	47.90045	122.2801556	593
54195	47.90045556	122.2801472	592
54206	47.90045556	122.2801444	592
54216	47.90045556	122.2801528	597
54227	47.90046389	122.2801444	597
54237	47.90045556	122.2801389	596
54248	47.90046111	122.2801417	598
54258	47.90045278	122.2801417	596
54269	47.90044444	122.28015	597
54279	47.90044444	122.2801472	595
54290	47.90043889	122.2801389	587
54300	47.90043889	122.2801417	592
54311	47.90043889	122.2801361	591
54321	47.90043056	122.2801278	587
54332	47.90044167	122.2801306	591
54342	47.90043889	122.2801278	589
54353	47.90044444	122.2801306	590
54363	47.90044167	122.2801306	592
54374	47.90044444	122.2801222	590
54384	47.90045278	122.2801278	599
54395	47.90045278	122.2801333	600
54405	47.90045556	122.2801389	601
54416	47.90045833	122.2801556	605
54426	47.90045556	122.2801556	603
54437	47.90045833	122.2801472	603
54447	47.90046111	122.2801528	605
54458	47.90046111	122.2801472	605
54468	47.90046111	122.2801528	607
54479	47.90046111	122.2801472	604
54489	47.90046111	122.2801556	606
54500	47.90045833	122.2801556	606
54511	47.90045833	122.2801528	599
54521	47.90046111	122.2801611	600
54532	47.90045833	122.2801611	601
54542	47.90045	122.2801556	599
54553	47.90045	122.2801556	598
54563	47.90044722	122.28015	595
54574	47.90044722	122.28015	594
54584	47.90044444	122.2801417	593
54595	47.90044722	122.2801306	594
54605	47.90044167	122.2801278	589
54616	47.90043889	122.2801278	588
54626	47.90044444	122.2801222	591
54637	47.90044167	122.2801222	592
54647	47.90044722	122.2801306	594
54658	47.90045556	122.2801417	593
54668	47.90045556	122.2801472	595
54679	47.90045833	122.2801472	597
54689	47.90046111	122.2801528	605
54700	47.90046111	122.28015	603
54710	47.90046111	122.2801556	601
54721	47.90045556	122.2801556	600
54731	47.90045278	122.2801583	594
54742	47.90044722	122.2801444	589
54752	47.90044444	122.2801361	583
54763	47.90044444	122.2801361	586
54773	47.90044722	122.2801333	593
54784	47.90045278	122.2801444	600
54794	47.90045278	122.2801444	601
54805	47.90045556	122.28015	605
54815	47.90045278	122.2801528	608
54826	47.90044722	122.28015	603
54836	47.90044167	122.2801472	597
54847	47.90043611	122.2801417	589
54858	47.90044444	122.2801306	585
54868	47.90044722	122.2801222	589
54879	47.90044722	122.2801306	591
54889	47.90045833	122.2801417	595
54900	47.90046389	122.2801528	608
54910	47.90046667	122.2801556	611
54921	47.90045556	122.2801472	604
54931	47.90045556	122.2801472	599
54942	47.90044444	122.2801361	587
54952	47.90044444	122.2801361	586
54963	47.90044444	122.2801389	591
54973	47.90045278	122.2801556	601
54984	47.90046111	122.2801694	611
54994	47.90046389	122.2801722	615
55005	47.90046111	122.2801556	606
55015	47.90044444	122.2801472	599
55026	47.90043611	122.2801361	589
55036	47.90043333	122.2801306	586
55047	47.90044444	122.2801361	592
55057	47.90045278	122.2801444	599
55068	47.90046111	122.2801556	608
55078	47.90045278	122.2801556	603
55089	47.90044722	122.2801389	597
55099	47.90044722	122.2801361	586
55110	47.90044444	122.2801361	581
55120	47.90044722	122.2801417	588
55131	47.90046111	122.2801611	599
55141	47.90046667	122.280175	611
55152	47.90046389	122.2801722	616
55162	47.90046111	122.2801611	614
55173	47.90044444	122.2801417	598
55183	47.90044722	122.2801444	597
55194	47.90044444	122.2801472	606
55205	47.90045556	122.2801583	613
55215	47.90045278	122.2801667	612
55226	47.90045556	122.2801583	602
55236	47.90044722	122.28015	595
55247	47.90044722	122.2801472	592
55257	47.90045	122.28015	597
55268	47.90045556	122.2801528	600
55278	47.90045278	122.2801556	602
55289	47.90045278	122.28015	593
55299	47.90043889	122.2801472	591
55310	47.90043889	122.2801528	598
55320	47.90046111	122.2801583	609
55331	47.90046389	122.2801528	614
55341	47.90046944	122.28015	610
55352	47.90046111	122.2801417	602
55362	47.90045833	122.2801417	601
55373	47.90045833	122.2801528	608
55383	47.90046389	122.2801528	608
55394	47.90046667	122.2801528	607
55404	47.90046111	122.2801472	601
55415	47.90045556	122.2801472	600
55425	47.90045	122.2801528	603
55436	47.90044722	122.28015	603
55446	47.90045278	122.2801417	598
55457	47.90045	122.2801361	594
55467	47.90045556	122.2801389	597
55478	47.90045278	122.2801444	605
55488	47.90045556	122.2801528	612
55499	47.90044722	122.2801444	614
55509	47.90045278	122.2801472	612
55520	47.90046389	122.2801583	620
55530	47.90046944	122.2801639	619
55541	47.90046389	122.2801583	610
55552	47.90046111	122.2801556	600
55562	47.90045833	122.28015	598
55573	47.90046389	122.28015	602
55583	47.90046389	122.2801528	603
55594	47.90046667	122.2801528	600
55604	47.90046667	122.2801556	605
55615	47.90045278	122.2801528	604
55625	47.90044722	122.2801583	604
55636	47.90044722	122.2801639	603
55646	47.90045	122.2801667	602
55657	47.90045278	122.2801722	608
55667	47.90045278	122.2801722	607
55678	47.90045556	122.2801694	604
55688	47.90045556	122.2801667	605
55699	47.90045833	122.2801667	611
55709	47.90045556	122.2801667	609
55720	47.90045278	122.2801694	607
55730	47.90045278	122.2801639	600
55741	47.90044722	122.2801667	601
55751	47.90044444	122.2801778	603
55762	47.90044722	122.2801722	597
55772	47.90044722	122.2801556	594
55783	47.90045556	122.2801611	603
55793	47.90045556	122.2801611	605
55804	47.90045	122.2801583	603
55814	47.90045278	122.2801556	601
55825	47.90045	122.2801611	606
55835	47.90045833	122.2801694	603
55846	47.90045278	122.2801528	601
55856	47.90045278	122.28015	601
55867	47.90045556	122.28015	605
55877	47.90045833	122.28015	605
55888	47.90044722	122.2801389	604
55899	47.90044722	122.28015	603
55909	47.90044444	122.2801556	606
55920	47.90044444	122.2801528	605
55930	47.90043889	122.2801472	598
55941	47.90045	122.2801611	599
55951	47.90045556	122.2801556	599
55962	47.90045556	122.2801556	597
55972	47.90045556	122.2801556	599
55983	47.90045556	122.2801639	607
55993	47.90045556	122.2801583	606
56004	47.90045278	122.2801611	603
56014	47.90045556	122.2801611	604
56025	47.90045556	122.2801556	600
56035	47.90045	122.2801528	594
56046	47.90045556	122.2801556	596
56056	47.90045278	122.2801556	597
56067	47.90045278	122.28015	593
56077	47.90045556	122.2801472	600
56088	47.90046389	122.28015	604
56098	47.90045833	122.2801444	601
56109	47.90045556	122.2801444	597
56119	47.90044722	122.2801472	599
56130	47.90044167	122.2801444	593
56140	47.90044167	122.2801444	587
56151	47.90045	122.2801472	594
56161	47.90045556	122.2801444	593
56172	47.90045833	122.2801361	592
56182	47.90045556	122.2801361	601
56193	47.90044722	122.2801472	605
56203	47.90045	122.28015	601
56214	47.90045278	122.2801583	605
56224	47.90044722	122.2801556	608
56235	47.90044444	122.2801583	600
56246	47.90044444	122.2801556	599
56256	47.90044722	122.2801528	602
56267	47.90044722	122.2801389	600
56277	47.90045278	122.2801361	601
56288	47.90045556	122.2801528	606
56298	47.90044722	122.2801556	599
56309	47.90044722	122.2801556	597
56319	47.90044444	122.2801583	602
56330	47.90044444	122.2801472	597
56340	47.90044167	122.2801472	602
56351	47.90045278	122.2801472	604
56361	47.90045278	122.28015	599
56372	47.90045833	122.2801639	606
56382	47.90046111	122.2801639	607
56393	47.90044722	122.2801611	603
56403	47.90044722	122.2801722	605
56414	47.90043889	122.2801639	598
56424	47.90043889	122.2801556	596
56435	47.90044444	122.2801611	603
56445	47.90044722	122.2801694	598
56456	47.90045278	122.2801694	597
56466	47.90045556	122.2801667	601
56477	47.90045278	122.2801556	591
56487	47.90045278	122.2801639	593
56498	47.90045278	122.2801694	602
56508	47.90045556	122.2801611	598
56519	47.90045833	122.2801639	609
56529	47.90045556	122.2801639	610
56540	47.90045278	122.2801639	605
56550	47.90045278	122.2801639	607
56561	47.90045	122.2801556	599
56571	47.90046111	122.2801528	595
56582	47.90046944	122.2801639	603
56593	47.90046111	122.2801667	600
56603	47.90046389	122.2801639	602
56614	47.90046667	122.2801556	600
56624	47.90046389	122.2801583	597
56635	47.90045833	122.2801667	603
56645	47.90045278	122.2801639	596
56656	47.90045278	122.2801667	599
56666	47.90045833	122.2801639	596
56677	47.90045556	122.2801528	593
56687	47.90046111	122.2801611	604
56698	47.90045278	122.2801639	595
56708	47.90045278	122.2801611	591
56719	47.90046389	122.2801583	594
56729	47.90046111	122.2801556	589
56740	47.90046389	122.2801639	602
56750	47.90045556	122.2801528	586
56761	47.90044722	122.2801556	595
56771	47.90044722	122.2801583	598
56782	47.90044722	122.2801417	590
56792	47.90045278	122.2801472	599
56803	47.90045556	122.2801444	589
56813	47.90045556	122.2801583	592
56824	47.90045556	122.2801694	600
56834	47.90045556	122.2801639	591
56845	47.90046111	122.2801611	600
56855	47.90045556	122.2801611	599
56866	47.90045278	122.2801611	599
56876	47.90044722	122.2801611	600
56887	47.90043889	122.2801528	600
56897	47.90045278	122.2801556	602
56908	47.90045556	122.2801611	601
56918	47.90045833	122.2801611	602
56929	47.90046111	122.2801556	598
56940	47.90045556	122.2801611	604
56950	47.90045556	122.2801667	604
56961	47.90045278	122.2801639	598
56971	47.90045278	122.2801639	605
56982	47.90045	122.2801583	592
56992	47.90045278	122.2801611	598
57003	47.90045556	122.2801611	599
57013	47.90045556	122.2801556	584
57024	47.90045	122.2801556	602
57034	47.90045	122.2801472	587
57045	47.90045	122.2801583	602
57055	47.90045556	122.2801472	593
57066	47.90046111	122.2801444	598
57076	47.90046389	122.2801444	595
57087	47.90045833	122.2801472	595
57097	47.90045278	122.2801556	600
57108	47.90045278	122.2801583	592
57118	47.90044722	122.2801528	599
57129	47.90045556	122.2801444	583
57139	47.90046389	122.28015	600
57150	47.90046111	122.28015	591
57160	47.90045278	122.2801528	602
57171	47.90046111	122.2801472	590
57181	47.90046111	122.2801528	600
57192	47.90045556	122.2801528	589
57202	47.90045556	122.2801556	603
57213	47.90046389	122.2801611	584
57223	47.90046389	122.2801667	642
57234	47.90047222	122.2801639	568
57244	47.900475	122.2801639	568
57255	47.90046389	122.2801639	576
57265	47.90046389	122.2801639	574
57276	47.90045556	122.2801556	583
57287	47.90045278	122.2801611	591
57297	47.90045278	122.2801583	567
57308	47.90045	122.2801528	577
57318	47.90045556	122.2801528	583
57329	47.90045278	122.28015	581
57339	47.90044722	122.2801611	550
57350	47.90045278	122.2801528	556
57360	47.90045278	122.2801444	576
57371	47.90045556	122.2801361	567
57381	47.90045278	122.2801361	583
57392	47.90045278	122.2801361	547
57402	47.90045	122.2801444	599
57413	47.90046111	122.2801361	522
57423	47.90044722	122.2801444	629
57434	47.90045556	122.2801333	538
57444	47.90045278	122.2801444	636
57455	47.90045556	122.2801444	558
57465	47.90045556	122.28015	645
57476	47.90045556	122.2801528	549
57486	47.90044722	122.2801528	606
57497	47.90045556	122.2801472	531
57507	47.90044444	122.2801361	641
57518	47.90044722	122.2801306	556
57528	47.90044167	122.2801361	628
57539	47.90044444	122.2801306	536
57549	47.90043611	122.2801333	641
57560	47.90043889	122.2801389	576
57570	47.90043889	122.2801417	593
57581	47.90044444	122.2801444	591
57591	47.90043889	122.2801444	600
57602	47.90045278	122.2801472	594
57612	47.90046111	122.2801556	606
57623	47.90045833	122.2801528	598
57633	47.90046111	122.2801583	604
57644	47.90046111	122.2801611	597
57655	47.90046111	122.2801583	603
57665	47.90046111	122.2801444	593
57676	47.90045833	122.2801389	598
57686	47.90046111	122.2801333	589
57697	47.90045556	122.2801389	596
57707	47.90046111	122.2801444	595
57718	47.90045833	122.28015	605
57728	47.90046111	122.2801556	597
57739	47.90046111	122.2801583	602
57749	47.90046389	122.2801694	600
57760	47.90045278	122.2801694	608
57770	47.90045556	122.2801639	592
57781	47.90043611	122.2801611	604
57791	47.90043889	122.2801611	594
57802	47.90044444	122.2801722	601
57812	47.90045278	122.2801667	598
57823	47.90045	122.2801556	599
57833	47.90045	122.2801472	593
57844	47.90044722	122.2801444	594
57854	47.90045278	122.2801444	594
57865	47.90045556	122.2801472	598
57875	47.90045833	122.2801528	596
57886	47.90045278	122.2801472	596
57896	47.90045278	122.2801472	596
57907	47.90045278	122.2801444	593
57917	47.90044167	122.2801278	597
57928	47.90044722	122.2801278	590
57938	47.90045278	122.2801389	591
57949	47.90044722	122.2801472	595
57959	47.90044722	122.2801472	591
57970	47.90044722	122.2801444	593
57980	47.90045278	122.2801389	591
57991	47.90045278	122.2801417	596
58002	47.90045833	122.2801389	591
58012	47.90046389	122.2801444	598
58023	47.90046111	122.2801472	595
58033	47.90045556	122.2801528	601
58044	47.90045278	122.2801722	608
58054	47.90045278	122.2801694	608
58065	47.90045556	122.2801667	609
58075	47.90045278	122.2801556	603
58086	47.90045278	122.2801583	602
58096	47.90045556	122.2801556	597
58107	47.90045556	122.2801472	600
58117	47.90045556	122.2801472	595
58128	47.90045556	122.2801472	592
58138	47.90046111	122.2801556	585
58149	47.90046389	122.28015	588
58159	47.90046111	122.2801611	593
58170	47.90045556	122.2801583	601
58180	47.90045833	122.2801611	603
58191	47.90046111	122.28015	592
58201	47.90045556	122.28015	593
58212	47.90045556	122.2801472	591
58222	47.90045833	122.2801528	596
58233	47.90046111	122.2801417	595
58243	47.90046389	122.2801389	593
58254	47.90046111	122.2801444	599
58264	47.90046389	122.2801472	591
58275	47.90045556	122.2801472	601
58285	47.90046111	122.2801472	594
58296	47.90046111	122.28015	594
58306	47.90045556	122.2801528	591
58317	47.90045556	122.2801556	588
58327	47.90045556	122.2801528	591
58338	47.90046389	122.2801556	589
58349	47.90046111	122.2801528	593
58359	47.90046111	122.2801528	590
58370	47.90046111	122.2801528	587
58380	47.90045278	122.2801528	598
58391	47.90045556	122.2801556	595
58401	47.90045	122.2801528	601
58412	47.90045278	122.2801444	596
58422	47.90045556	122.2801306	596
58433	47.90045556	122.280125	598
58443	47.90046111	122.2801361	596
58454	47.90045833	122.2801417	596
58464	47.90045833	122.2801417	592
58475	47.90045556	122.2801389	599
58485	47.90045556	122.2801389	601
58496	47.90045278	122.2801417	594
58506	47.90044722	122.2801472	604
58517	47.90045	122.2801528	597
58527	47.90044722	122.28015	602
58538	47.90045278	122.2801528	597
58548	47.90045278	122.28015	599
58559	47.90045278	122.2801528	602
58569	47.90046389	122.2801556	591
58580	47.90046111	122.2801528	598
58590	47.90046111	122.2801444	602
58601	47.90046389	122.28015	602
58611	47.90046389	122.2801528	606
58622	47.90046389	122.2801556	602
58632	47.90046389	122.2801528	602
58643	47.90046389	122.2801472	603
58653	47.90046389	122.2801528	601
58664	47.90045833	122.2801472	600
58675	47.90046111	122.2801528	593
58685	47.90045278	122.2801528	597
58696	47.90045	122.2801528	595
58706	47.90045	122.28015	595
58717	47.90045278	122.2801528	596
58727	47.90045833	122.2801528	593
58738	47.90045556	122.2801528	591
58748	47.90045556	122.2801528	590
58759	47.90045556	122.2801556	585
58769	47.90045278	122.2801528	587
58780	47.90046111	122.28015	586
58790	47.90046111	122.2801472	593
58801	47.90046389	122.2801472	597
58811	47.90046111	122.2801472	595
58822	47.90045278	122.2801528	600
58832	47.90045278	122.2801528	600
58843	47.90045278	122.2801528	599
58853	47.90045556	122.2801444	603
58864	47.90046111	122.2801389	596
58874	47.90045833	122.2801389	599
58885	47.90045556	122.2801444	598
58895	47.90046111	122.2801472	595
58906	47.90046111	122.2801472	598
58916	47.90046111	122.2801528	593
58927	47.90045278	122.2801528	593
58937	47.90045278	122.2801528	587
58948	47.90045	122.2801556	585
58958	47.90044722	122.2801556	592
58969	47.90044722	122.2801583	593
58979	47.90045278	122.2801556	594
58990	47.90045278	122.2801528	596
59000	47.90046111	122.2801528	592
59011	47.90046111	122.2801556	595
59022	47.90045556	122.2801528	599
59032	47.90045556	122.2801611	594
59043	47.90045278	122.2801611	597
59053	47.90045	122.2801583	598
59064	47.90045278	122.2801611	598
59074	47.90045278	122.2801611	598
59085	47.90045556	122.2801639	594
59095	47.90046111	122.2801556	595
59106	47.90045556	122.2801583	596
59116	47.90045556	122.2801611	595
59127	47.90045556	122.2801639	599
59137	47.90046389	122.2801611	593
59148	47.90046111	122.2801528	596
59158	47.90046111	122.2801472	601
59169	47.90046111	122.2801472	596
59179	47.90046111	122.2801472	596
59190	47.90045833	122.2801444	595
59200	47.90046111	122.2801528	592
59211	47.90046111	122.2801528	595
59221	47.90046111	122.2801556	594
59232	47.90046111	122.28015	598
59242	47.90046389	122.2801528	599
59253	47.90046944	122.2801556	595
59263	47.90046944	122.2801528	600
59274	47.90046667	122.2801528	602
59284	47.90046111	122.2801583	598
59295	47.90045278	122.2801694	597
59305	47.90045	122.2801694	595
59316	47.90045278	122.2801694	592
59326	47.90045278	122.2801611	594
59337	47.90045556	122.2801639	592
59347	47.90046111	122.2801611	593
59358	47.90045556	122.2801528	600
59369	47.90046111	122.2801528	593
