25 10 64 40
25 20 63 55
25 15 63 15
25 17 62 50
25 14 62 25
25 07 62 03
25 12 61 40
25 05 61 20
25 22 60 43
25 20 60 20
25 26 59 30
25 25 59 10
25 33 58 44
25 35 58 10
25 40 57 55
25 45 57 37
25 48 57 20
26 01 57 15
26 20 57 07
25 35 57 07
27 00 56 55
27 10 56 44
27 10 56 15
27 00 55 50
26 50 55 35
26 46 55 25
26 35 55 00
26 30 54 45
26 37 54 25
26 37 54 00
26 44 53 45
26 48 53 27
27 00 53 25
27 12 53 00
27 23 52 40
27 35 52 25
27 42 52 07
27 45 51 45
28 03 51 17
28 17 51 10
28 38 51 00
28 58 50 50
29 14 50 35
29 27 50 35
29 45 50 15
30 00 50 08
30 10 50 03
30 00 49 40
30 00 49 25
30 10 49 10
30 20 49 55
30 15 49 53
30 00 49 57
30 00 49 40
29 53 49 34
29 55 49 15
29 45 49 20
29 35 48 15
29 25 48 05
29 15 48 00
29 10 48 10
29 00 48 12
28 50 48 20
28 38 48 25
28 25 48 30
29 13 48 40
27 55 48 45
27 40 48 50
27 30 49 05
27 20 49 15
27 10 49 30
27 00 49 40
26 50 50 00
26 40 50 10
26 25 50 10
26 15 50 12
26 00 50 10
25 45 50 14
25 30 50 20
25 20 50 30
25 10 50 35
24 55 50 40
24 50 50 45
25 03 50 45
25 15 50 45
25 30 50 56
25 35 50 57
25 45 50 58
25 55 51 00
26 05 51 05
26 10 51 20
26 00 51 30
25 50 51 35
25 40 51 30
25 25 51 28
25 15 51 40
25 05 51 40
24 50 51 35
24 40 51 30
24 30 51 20
24 20 51 30
24 18 51 45 
24 05 51 50
24 00 52 10
24 05 52 20 
24 10 52 35
24 10 53 00
24 10 53 20
24 05 53 45
24 15 54 03
24 20 54 18
24 40 54 40
24 50 54 50
25 00 55 05
25 15 55 20
25 25 55 30
25 45 55 58
26 15 56 20
26 25 56 30
26 10 56 32
25 50 56 20
25 35 56 20
25 10 56 20
25 00 56 20
24 40 56 30
24 25 56 35
24 12 56 50
24 00 57 05
23 55 57 20
23 50 57 35
23 45 57 50
23 45 58 10
23 40 58 25
23 35 58 45 
23 15 48 55
22 55 59 20
00 00 00 00
26 15 50 35
26 10 50 40
25 58 50 35
25 50 50 35
25 52 50 30
26 03 50 30
26 08 50 25
26 15 50 27
00 00 00 00

